original_path,original_name,new_name,产品分类,产品系列,产品编码,核心规格,包装类型,日期,版本,渠道,状态,设计图号,客户,备注,file_hash,duplicate_group,thumbnail_path
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-174X250_174X250M-11PCS-20260313-V1.pdf,涂附-快换碟-174X250_174X250M-11PCS-20260313-V1.pdf,涂附-快换碟-_-2“-11PCS-20260313-V1.pdf,涂附,快换碟,快换碟,174X250_174X250M,彩盒,20260313,V1,其他,DONE,,,,dacd21e2946133eda3654ffca3da01c7d93418d65485ac73c51e151efb138f19,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-189X244-16PCS-20260323-V1.pdf,涂附-快换碟-189X244-16PCS-20260323-V1.pdf,涂附-快换碟-_-3”-16PCS-20260323-V1.pdf,涂附,快换碟,快换碟,189X244,彩盒,20260323,V1,其他,DONE,,,,6ea61383324d196bfbcc2753005ff18b1308893f4af2429887eeeb080f2cec80,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-60X170_60X170M-16PCS-20260310-V1.pdf,涂附-快换碟-60X170_60X170M-16PCS-20260310-V1.pdf,涂附-快换碟-_-2“-16PCS-20260310-V1.pdf,涂附,快换碟,快换碟,60X170_60X170M,彩盒,20260310,V1,其他,DONE,,,,16a4bcb517666cfe53feeee11a1f21c9d0c36919603536e2c7efed4764f78a45,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-189X244-18PCS-20260313-V1.pdf,涂附-快换碟-189X244-18PCS-20260313-V1.pdf,涂附-快换碟-暂无-3”-18PCS-20260313-V1.pdf,涂附,快换碟,快换碟,189X244,彩盒,20260313,V1,其他,DONE,,,,ea0f1aae22c10ca1987952f4342e1475664bf673ddc49b8db56014d7cf7cd2fb,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-60X170_60X170M-7PCS-20260310-V1.pdf,涂附-快换碟-60X170_60X170M-7PCS-20260310-V1.pdf,涂附-快换碟-暂无-2“-7PCS-20260310-V1.pdf,涂附,快换碟,快换碟,60X170_60X170M,彩盒,20260310,V1,其他,DONE,,,,6e3255099b0d5d5574fd9f410e79bdb69b512686e7c7511bec46f00d5d550509,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-2“_3”-10PCS-20260325-V1.pdf,涂附-快换碟-2“_3”-10PCS-20260325-V1.pdf,涂附-快换碟-暂无-2“_3”-10PCS-20260325-V1.pdf,涂附,快换碟,快换碟,155X270_155X270M,彩盒,20260325,V1,其他,DONE,,,,3bc8aa36110b592ce8648802316684c9e14988481ad20edb086a3259a03171ca,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-2“_3”-16PCS-20260325-V1.pdf,涂附-快换碟-2“_3”-16PCS-20260325-V1.pdf,涂附-快换碟-暂无-2“_3”-16PCS-20260325-V1.pdf,涂附,快换碟,快换碟,215X290,彩盒,20260325,V1,其他,DONE,,,,825daadfbc3e12b7d02e16dbea7ba524d8d31c571cc7dfeea94ef91056b8ecab,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-快换碟-2“_3”-10PCS-20260323-V1.pdf,涂附-快换碟-2“_3”-10PCS-20260323-V1.pdf,涂附-快换碟-暂无-2“_3”-10PCS-20260323-V1.pdf,涂附,快换碟,快换碟,195X350_195X350M,彩盒,20260323,V1,其他,DONE,,,,b059afab4e42e3c1874783d9b4cccbff9bed896351f4f0bcf806ae9c04b34110,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/涂附-QCK4001-QCK4001-2“_3”-20260204-V1.pdf,涂附-QCK4001-QCK4001-2“_3”-20260204-V1.pdf,涂附-快换碟-暂无-2“_3”-10件套-20260204-V1.pdf,涂附,QCK4001,QCK4001,待补充,彩盒,20260204,V1,其他,DONE,QCK4001,,,5ff1233a2f93809ec2436267e527b8cb4831461dadaa9258ae736a1248b85ef9,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/快换碟-彩盒/涂附-快换碟-D2-17PCS-17PCS-20260401-V1.pdf,涂附-快换碟-D2-17PCS-17PCS-20260401-V1.pdf,涂附-快换碟-D2-17PCS-17PCS-20260401-V1.pdf,涂附,快换碟,快换碟,17PCS,彩盒,20260401,V1,其他,DONE,,,,b335e0c4dbd554e2bbcdf7ec30d7231770e28fa707b321296d4842f3883ab240,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/快换碟套装 DONE/快换碟-彩盒/涂附-快换碟-E3-17PCS-17PCS-20260401-V1.pdf,涂附-快换碟-E3-17PCS-17PCS-20260401-V1.pdf,涂附-快换碟-E3-17PCS-17PCS-20260401-V1.pdf,涂附,快换碟,快换碟,17PCS,彩盒,20260401,V1,其他,DONE,,,,74e7968f003c4b6d35dab0dee242ff21b7502bf6e82eaf40e90f525906356daf,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-点修-32-20240208-V1.pdf,涂附-点修-32-20240208-V1.pdf,涂附-点修-FD8-32MM-50PCS-20240208-V1.pdf,涂附,点修,待补充,32,彩盒,20240208,V1,独立站,DONE,,,,2fe50f021f020e99096a56525d7118f7885783b4a66cf686e59f0511511c8f61,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-规格标签-待补充-20231030-V1.pdf,涂附-规格标签-待补充-20231030-V1.pdf,涂附-规格标签-待补充-20231030-V1.pdf,涂附,规格标签,待补充,待补充,规格标签,20231030,V1,独立站,DONE,,,,449a1cf993d41d4c33262cc6354e2230c79fa0b90c913b288eb7e006bb23d50e,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-外箱-待补充-20231207-V1.pdf,涂附-外箱-待补充-20231207-V1.pdf,涂附-外箱-待补充-20231207-V1.pdf,涂附,外箱,待补充,待补充,外箱,20231207,V1,独立站,DONE,,,,7e9f936c5bbbc0aa23a9cdace9d37e6427fcf0164a61024791ba0cbeba3f307b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-规格标签-待补充-20240814-V1.pdf,涂附-规格标签-待补充-20240814-V1.pdf,涂附-规格标签-待补充-20240814-V1.pdf,涂附,规格标签,待补充,待补充,规格标签,20240814,V1,独立站,DONE,,,,9c8fd70e2062ae2552db9d82599c14d51511909efaef14ac5081b4ff72503c98,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-外箱-待补充-20231208-V1.pdf,涂附-外箱-待补充-20231208-V1.pdf,涂附-外箱-待补充-20231208-V1.pdf,涂附,外箱,待补充,待补充,外箱,20231208,V1,独立站,DONE,,,,d9def06e605be21ff99746d7cd535b53dca0ea3ae4b73e8c058248b1e7700d55,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-BF12-BF12-150mm,多孔-25pcs-20251222-V1.pdf","涂附-BF12-BF12-150mm,多孔-25pcs-20251222-V1.pdf","涂附-海绵片-BF12-150MM,多孔-25PCS-20251222-V1.pdf",涂附,BF12,BF12,待补充,彩盒,20251222,V1,独立站,DONE,,,,60789dc6f017fd45e9c5912b7e4035cb0097cd528a13ae29507201006e573604,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-BN38-230X280-20230913-V1.pdf,涂附-BN38-230X280-20230913-V1.pdf,涂附-张页-BN38-230X280MM-10PCS-20230913-V1.pdf,涂附,BN38,BN38,230X280,彩盒,20230913,V1,独立站,DONE,,,,64a13319f5af4cbfeb561542d8fdacc3a322ccaadd2581b27090b30f871dc1b5,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-BP37-FPD10012-230X280mm-20240321-V1.pdf,涂附-BP37-FPD10012-230X280mm-20240321-V1.pdf,涂附-张页-BP37-230X280mm-10PCS-20240321-V1.pdf,涂附,BP37,BP37,230X280,彩盒,20240321,V1,独立站,DONE,FPD10012,,,e81c46bf66964a5a20124c0e641e51deeff0fa0393fd23b075d6e1986ca18411,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-钢纸磨片-待补充-20241101-V1.pdf,涂附-钢纸磨片-待补充-20241101-V1.pdf,涂附-钢纸磨片-待补充-20241101-V1.pdf,涂附,钢纸磨片,待补充,待补充,规格标签,20241101,V1,独立站,DONE,,,,e6516f5e51c36480d398733e58f7ebb465338903a507b8ff8a7f93e2164b8341,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-规格标签-待补充-20230925-V1.pdf,涂附-规格标签-待补充-20230925-V1.pdf,涂附-规格标签-待补充-20230925-V1.pdf,涂附,规格标签,待补充,待补充,规格标签,20230925,V1,独立站,DONE,,,,ba8415ba3331d8d4deab35edd7363ffa01af3e7eb690a68ba0c00424e90c3cda,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-拉绒片-b15-125MM,8H-50PCS-20230614-V1.pdf","涂附-拉绒片-b15-125MM,8H-50PCS-20230614-V1.pdf","涂附-拉绒片-B15-125MM,8H-50PCS-20230614-V1.pdf",涂附,FASTPLUS,待补充,待补充,彩盒,20230614,V1,独立站,DONE,,,,36582ce29969c7932663f3d0de3c622df38c80126b958cd2e3b29c7d9fb8d560,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-规格标签-待补充-20230912-V1.pdf,涂附-规格标签-待补充-20230912-V1.pdf,涂附-规格标签-待补充-20230912-V1.pdf,涂附,规格标签,待补充,待补充,规格标签,20230912,V1,独立站,DONE,,,,0e07ab1396e7e1fa29e95486d2d8014c3346770847a6fe2a0647df4564d9d365,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-样品包装-待补充-20230803-V1.pdf,涂附-样品包装-待补充-20230803-V1.pdf,涂附-样品袋-暂无-150MM-X-20230803-V1.pdf,涂附,样品包装,待补充,待补充,彩盒,20230803,V1,独立站,DONE,,,,8dcd5c460fcdd90cbe6eb884f52b66a544c1adbc1a4dd02fcc8a681eef5cfa46,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-拉绒卷-BRV9-70mmx12m-1PCS-20230912-V1.pdf,涂附-拉绒卷-BRV9-70mmx12m-1PCS-20230912-V1.pdf,涂附-拉绒卷-BRV9-70mmx12m-1PCS-20230912-V1.pdf,涂附,V字卷,V字卷,待补充,规格标签,20230912,V1,独立站,DONE,,,,5b880e5087fa15e7b7d2c417bc4cbe540ba2250af4ae1f40b3906e47ca7aa1e1,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-点修-待补充-20250709-V1.pdf,涂附-点修-待补充-20250709-V1.pdf,涂附-点修-待补充-20250709-V1.pdf,涂附,点修,点修,待补充,规格标签,20250709,V1,独立站,DONE,,,,cda2dcc5389e16e2c6472f8606d0c906dbc13bb2021e5ddf319c679cb8d401ec,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-规格标签-待补充-20230222-V1.pdf,涂附-规格标签-待补充-20230222-V1.pdf,涂附-规格标签-待补充-20230222-V1.pdf,涂附,规格标签,待补充,待补充,规格标签,20230222,V1,独立站,DONE,,,,7f8693bc225f466120dc530254bdbb739fcbfe13da5a68a5d633692ce8eea94b,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-规格标签-70X12_125-20240903-V1.pdf,涂附-规格标签-70X12_125-20240903-V1.pdf,涂附-规格标签-70X12_125-20240903-V1.pdf,涂附,规格标签,待补充,70X12_125,规格标签,20240903,V1,独立站,DONE,,,,ce3109af34f32a5f179c94fe02645117cac001dc8f8f08f3f0704fe8eae68c15,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-拉绒片-B-TRI3-150mm-15PCS-20230616-V1.pdf,涂附-拉绒片-B-TRI3-150mm-15PCS-20230616-V1.pdf,涂附-拉绒片-B-TRI3-150mm-15PCS-20230616-V1.pdf,涂附,金字塔,金字塔,待补充,规格标签,20230616,V1,独立站,DONE,,,,119a92382d67f8fa3fd5422d7b71458b044cf29712af4af2ae744347db0e0a72,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2024/涂附-FASTPLUS-FPD10010-115mmx25m-20240408-V1.pdf,涂附-FASTPLUS-FPD10010-115mmx25m-20240408-V1.pdf,涂附-卷-BSR25-115MMx25M-1ROLL-20240408-V1.pdf,涂附,FASTPLUS,待补充,待补充,彩盒,20240408,V1,独立站,DONE,FPD10010,,,58a5553e9e065b5c41a1d33442e35d005a69c2f83c8ff6d4da42c193704629a6,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-拉绒片-70X200_400mm-20250717-V1.pdf,涂附-拉绒片-70X200_400mm-20250717-V1.pdf,涂附-配件-手擦板-70X200_400mm-1PCS-20250717-V1.pdf,涂附,手砂板,待补充,70X200_70X400,彩盒,20250717,V1,独立站,DONE,,,,f9ff6815412b0f91b25d0fe4ae70b97adfb578f17fcb2fba156d68f19cccddc0,,
"/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-拉绒片-B25-125MM,8H-50PCS-独立站-20250715-V1.pdf","涂附-拉绒片-B25-125MM,8H-50PCS-独立站-20250715-V1.pdf","涂附-拉绒片-B25-125MM,8H-50PCS-20250715-V1.pdf",涂附,B25,B25,125_8H,彩盒,20250715,V1,独立站,DONE,,,,045ab27bc4ff6f79e2b9497c9e0d92d2291ccf95c94bc575387f06469d6cd680,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-拉绒片-B25-150mm，15H-50PCS-20250715-V1.pdf,涂附-拉绒片-B25-150mm，15H-50PCS-20250715-V1.pdf,"涂附-拉绒片-B25-150MM,15H-50PCS-20250715-V1.pdf",涂附,B25,B25,150_15H,彩盒,20250715,V1,独立站,DONE,,,,23a071db5bca5e1b879864e3d438f5d82a0614ff1e6df450989bffb8e8943545,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-拉绒片-B65-150mm，49H-50PCS-20250827-V1.pdf,涂附-拉绒片-B65-150mm，49H-50PCS-20250827-V1.pdf,涂附-拉绒片-B65-150mm，49H-50PCS-20250827-V1.pdf,涂附,B65,B65,150_49H,彩盒,20250827,V1,独立站,DONE,,,,ccdd349fa841db42db47915c713088e58878e06d59164d4ddf7c44450b57a308,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-缓冲垫-BAC02-2PCS-2PCS-20250715-V1.pdf,涂附-缓冲垫-BAC02-2PCS-2PCS-20250715-V1.pdf,涂附-缓冲垫-BAC02-2PCS-2PCS-20250715-V1.pdf,涂附,BAC02,BAC02,2PCS,彩盒,20250715,V1,独立站,DONE,,,通用,125e6270a6bf0275a64cb25ddd5e9bbadde38395a6baabcc936d16593c585e7f,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-网格砂-BCG9-150MM-50PCS-20250819-V1.pdf,涂附-网格砂-BCG9-150MM-50PCS-20250819-V1.pdf,涂附-网格砂-BCG9-150MM-50PCS-20250819-V1.pdf,涂附,BCG9,BCG9,50PCS,彩盒,20250819,V1,独立站,DONE,,,,a46586846a2fbe1e8e4bc124851f27544f2c408d0fc88f5167394212f7ff1459,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-BD8-100PCS-100PCS-20250818-V1.pdf,涂附-BD8-100PCS-100PCS-20250818-V1.pdf,涂附-BD8-100PCS-100PCS-20250818-V1.pdf,涂附,BD8,BD8,100PCS,规格标签,20250818,V1,独立站,DONE,,,,9a1874dd5883b67d201273b933cf043fb71e0746a34b4b4d3b5164e18002bf8e,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-PSA卷-BDL9PSA-70MMX12MM-1PCS-20250819-V1.pdf,涂附-PSA卷-BDL9PSA-70MMX12MM-1PCS-20250819-V1.pdf,涂附-卷-BDL9PSA-70MMX12M-1PCS-20250819-V1.pdf,涂附,BDL9,BDL9,70X12,彩盒,20250819,V1,独立站,DONE,,,,2bf500d1e2db1d28991924265071dfd2f1d34f9f54795d9a94495dd1e1bf10cf,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-拉绒片-BF78-150mm，通用孔-50PCS-20250827-V1.pdf,涂附-拉绒片-BF78-150mm，通用孔-50PCS-20250827-V1.pdf,涂附-拉绒片-BF78-150mm，通用孔-50PCS-20250827-V1.pdf,涂附,BF78,BF78,待补充,彩盒,20250827,V1,独立站,DONE,,,通用,ac0cce4775ff94d07b0bf1319195bc76ef61166896a1a8cb501c0bed4b55669e,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-BN38-230X280-10PCS-20250901-V1.pdf,涂附-BN38-230X280-10PCS-20250901-V1.pdf,涂附-张页-BN38-230X280MM-10PCS-20250901-V1.pdf,涂附,BN38,BN38,230X280,彩盒,20250901,V1,独立站,DONE,,,,09eccbe4fc829c87d2f61e8bd0aef7d6a1ac3cd631c2008012bc2d33d56056e6,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-拉绒片-BT77-150mm，蝴蝶孔-50PCS-20250819-V1.pdf,涂附-拉绒片-BT77-150mm，蝴蝶孔-50PCS-20250819-V1.pdf,涂附-拉绒片-BT77-150mm，蝴蝶孔-50PCS-20250819-V1.pdf,涂附,BT77,BT77,50PCS,彩盒,20250819,V1,独立站,DONE,,,粗粒度,36c288bf0f9e7a03beec7151a221c76f8794b3e45a6a87fb36f50de2da8cd03d,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/独立站-DONE/2025/涂附-无纺布-待补充-20250715-V1.pdf,涂附-无纺布-待补充-20250715-V1.pdf,涂附-无纺布-BNW011_012-150X230MM-20PCS-20250715-V1.pdf,涂附,无纺布,无纺布,待补充,彩盒,20250715,V1,独立站,DONE,,,混装,b3b03b6980703ceb0456fa022f158dadb03a95ad33fb92dd86d26552e094d3d8,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/涂附-砂带-待补充-20260506-V1.pdf,涂附-砂带-待补充-20260506-V1.pdf,涂附-砂带-待补充-20260506-V1.pdf,涂附,砂带,砂带,待补充,彩盒,20260506,V1,其他,进行中,,,,814e673f0f28be27bf8fcbb10977ffe58f1d70d74bd959094e3a69c0090f4c28,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/涂附-砂带-待补充-20260518-V1.pdf,涂附-砂带-待补充-20260518-V1.pdf,涂附-砂带-待补充-20260518-V1.pdf,涂附,砂带,砂带,待补充,彩盒,20260518,V1,其他,进行中,,,,73d88342e2558119788e825b86fbaebf5df4fd52914dad9b000f1d206a7c4fff,,
/Users/zhanghan/Desktop/涂覆包装-设计稿/涂附-卷装标签-待补充-20260506-V1.pdf,涂附-卷装标签-待补充-20260506-V1.pdf,涂附-卷装标签-待补充-20260506-V1.pdf,涂附,卷装标签,待补充,待补充,彩盒,20260506,V1,其他,进行中,,,,ddf22642b94cf86d93ab3b48d047cae8391acd9c887185ef5958beb457a6aa43,,
